video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=uCeX8IpvNLc&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@JordanSellsATX,Austin Relocation Guide w/ Jordan Brown,"The Great Austin, TX Housing Crisis of 2024?",87,2 years,"Moving to Austin, Texas? Click Here: https://linktr.ee/jordansellsatx Austin, TX was the number 5 most moved to city in 2023.",2026-02-03 04:16:09.508945
/watch?v=OQFyhNJtxuw&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@WattersInternationalRealty,Watters International Realty,Greater Austin Real Estate Agent: What We Learned from the Housing Crisis,133,10 years,"The Austin market is in great shape right now and the national economy has rebounded, making now a great time to talk about ...",2026-02-03 04:16:09.514179
/watch?v=gG7IGh1D9Nk&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@kxan_news,KXAN,Austin Mayor discusses affordable housing crisis with White House,76,9 years,Talks about his take aways from South By South Lawn.,2026-02-03 04:16:09.517423
/watch?v=CfDvZknTVgY&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@KVUETV,KVUE,Analyst warns of Airbnb collapse in Austin | KVUE,59K,2 years,The average short-term rental in Austin brought in almost $2000 less in 2023 than it did in 2022. STORY: ...,2026-02-03 04:16:09.518877
/watch?v=UhpyqJbsBVI&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@CBSAustin,CBS Austin,First Affordable Housing Community In Downtown Austin in 45 Years,211,11 years,http://www.keyetv.com/ The cost of living in Downtown Austin is about to get more affordable. A new apartment complex is going ...,2026-02-03 04:16:09.521368
/watch?v=0LAQ2uAJax0&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@FOX7Austin,FOX 7 Austin,Austin man falls victim to affordable housing crisis | FOX 7 Austin,2.6K,2 years,An Austin man found himself couch surfing and living out of his truck after falling victim to the affordable housing crisis. A new ...,2026-02-03 04:16:09.522820
/watch?v=j2ZXzQAB6gc&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@kxan_news,KXAN,‘That’s not fair housing’: Latest issues related to housing discrimination claims in Austin,457,2 years,"Knowing your rights is critical, to make sure you're not being discriminated against in the housing market. Read more: ...",2026-02-03 04:16:09.526292
/watch?v=WzPazMeCzKE&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@JeremyAKnight,Jeremy Knight - Austin Texas,Austin Housing Market Crash Over?,3.2K,4 years,Austin Home Prices ROBOUND In October! Should we stop talking about the market crash? Follow me on Instagram ...,2026-02-03 04:16:09.527776
/watch?v=_l-OQRYXGk4&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@kxan_news,KXAN,‘City-funded chaos’: Concerns raised about north Austin affordable housing units,1.2K,3 years,People living near a property in north Austin formerly known as the Raintree Apartments — now called the Redfield 34 Apartments ...,2026-02-03 04:16:09.529288
/watch?v=HSTR3iAsKOY&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@bukowskilawfirm,"Bukowski Law Firm, P.C.","Austin Texas, the affordable housing crisis continues. Will the $350mm bond help solve the issue?",9,3 years,Austin will have another housing bond on the ballot this November. It will likely be a $350 million bond to allow the city to build ...,2026-02-03 04:16:09.531058
/watch?v=QQC42aTJ5mw&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@ReventureConsulting,Reventure Consulting,Texas is about to get cheap.,93K,Streamed 3 months,Access our price forecast for your market at https://www.reventure.app.Texas' housing market is on the verge of a massive shift in ...,2026-02-03 04:16:09.532649
/watch?v=fvPUnYbQ5Ys&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@KVUETV,KVUE,South Austin zoning ordinance may cause housing deficit | KVUE,1.4K,3 years,A South Austin neighborhood recognized as a nationally historic neighborhood is worried that current zoning ordinances are ...,2026-02-03 04:16:09.534070
/watch?v=WZH0A34zAJs&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@theelitestrategist,Martin Perdomo - The Elite Strategist,East Austin Housing Crisis Worsening? | Real Estate Market Update,56,1 year,Are you looking for a new place to live in East Austin? Get ready for some exciting changes! Two new apartment developments ...,2026-02-03 04:16:09.535573
/watch?v=x2__-CWXiug&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@DiscoverTheCities2025,Discover The Cities,Texas Housing Bubble 2026: 10 Cities on the Edge of Collapse,5.7K,6 days,"Is the Texas housing boom finally starting to crack? In this episode, Discover the Cities counts down 10 Texas cities where home ...",2026-02-03 04:16:09.536888
/watch?v=392dKRHplR0&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@KVUETV,KVUE,Boomtown 2040: Austin's missing middle class | KVUE,3.2K,6 years,"One developer is trying to tackle the housing crisis for a group some call ""the missing middle."" STORY: ...",2026-02-03 04:16:09.539493
/watch?v=ErTstBnGWxU&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@TexasNewsPrimetime,Texas News PrimeTime,UT Housing Crisis // PrimeTime Reports,88,3 years,LIVE MONDAYS AT 9PMc | Texas News PrimeTime is the flagship weekly evening newscast of Texas Student Television at the ...,2026-02-03 04:16:18.060594
/shorts/bb_9sN-ubMo,/@CBSAustin,CBS Austin,City's largest housing project breaks ground: 126 affordable homes coming to SE Austin,916,2 years,"More affordable homes are coming to Southeast Austin. On Friday, Austin Habitat for Humanity broke ground at Persimmon Point, ...",2026-02-03 04:16:18.062209
/watch?v=tajGE4V_7Wg&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@CBSAustin,CBS Austin,Austin pledges $350M to fight homelessness,790,1 year,The Austin City Council voted Thursday afternoon to make homelessness a top financial priority for the city. The resolution directs ...,2026-02-03 04:16:18.063596
/watch?v=YZ9H2IEMDao&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@greaterthanaustinrealestate,Greater Than Austin Real Estate Round Rock+Beyond,Austin housing market is about to crash??,402,4 years,"Rumor has it the Austin housing market is heading towards a crash. Is this true and if so, why or why not. Austin real estate has ...",2026-02-03 04:16:18.065478
/watch?v=CRyQNulKvm8&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@KVUETV,KVUE,New City of Austin program aims to help residents at risk of being forced out of their homes | KVUE,5K,2 years,"The Displacement Prevention Navigator Pilot Program will bring in what they call ""Navigators,"" who will go door-to-door to help ...",2026-02-03 04:16:18.069165
/watch?v=2ksNHk1qDkg&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@ShannonGreenRealtor,Living In Austin TX | Shannon Green,Austin Homes for Sale in CRISIS?? 😱 | MEGA Austin Texas Real Estate Market Update June 2025,838,6 months,"Inventory is rising, sellers are holding out for higher prices, and buyers are getting more selective — what does this all mean for ...",2026-02-03 04:16:18.070465
/watch?v=qqx6u9sayTM&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@SFSCharles,Charles Lewis -  Buying & Selling Homes in Austin,Austin Real Estate Crisis: Contracts Cancelled & Demand Plummeting!,989,3 years,"In this video, we're going to discuss the Austin real estate crisis and how it's impacting the market. As you probably know, the ...",2026-02-03 04:16:18.071741
/shorts/2kUnIUsV_TM,/@adriennesavenue,Adrienne's Avenue,The REAL Truth About Housing Market Changes in Austin,567,10 months,"The Austin texas housing market continues to experience significant shifts, with dramatic changes in property value across the ...",2026-02-03 04:16:18.076797
/watch?v=azmSH4cPccg&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@alexandergalor5755,Alexander Galor,"Austin, Texas' Housing Crisis 2019 - Current Event #2",12,6 years,This video was made for Prof. Reyna's T/Th 12:00pm class - fall semester 2019.,2026-02-03 04:16:18.078059
/watch?v=X3wdcH5cY-Q&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@SFSCharles,Charles Lewis -  Buying & Selling Homes in Austin,Will the Austin Housing Market Crash in 2022?,684,4 years,"Bidding wars defined the 2021 Austin housing market, but will it all finally crash in 2022? At a national level, home prices rose by ...",2026-02-03 04:16:18.080012
/watch?v=KsvrbDcgA9A&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz0gcJCZEKAYcqIYzv,/@FOX7Austin,FOX 7 Austin,Austin City Council approves $350M affordable housing bond | FOX 7 Austin,363,3 years,The bond was approved to be voted on by citizens in the upcoming November election. #FOX7Austin brings you the important ...,2026-02-03 04:16:18.081276
/watch?v=vdzJ2UbXNgE&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@theclrsalesgroupaustin,The CLR Sales Group,Whats Happening in Austin Part 2: Are Homes in Austin Becoming Unaffordable?,23,4 years,Climbing prices in Austin Texas due to high demand!,2026-02-03 04:16:18.084669
/watch?v=tUGO7RUcaN0&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@rennerrealty,rennerrealty,The Coming Housing Shortage - Austin Rental Demand SURGES!,8.3K,14 years,In most areas of Austin we have less than a one month supply of rental homes. There is a feeding frenzy on rentals. Rents are ...,2026-02-03 04:16:18.086010
/watch?v=76RqJEA91Gg&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@FOX7Austin,FOX 7 Austin,"City leaders react to Austin receiving lower ranking on ""Best Places to Live in the U.S."" list | FOX",192,2 years,City leadership cites affordability and the ongoing housing crisis as factors that ranked Austin at number 40 on the list.,2026-02-03 04:16:18.087349
/watch?v=VjSkDMIBixc&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@JeremyAKnight,Jeremy Knight - Austin Texas,"Austin Housing CRASH Over! Or, Still To Come?",3.4K,3 years,movingtoaustin #homebuying #crash The Knight Group are a Platinum Top 50 husband/wife Real Estate Team helping over 70 ...,2026-02-03 04:16:18.089059
/watch?v=o8-q0W2y4bY&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@bukowskilawfirm,"Bukowski Law Firm, P.C.",Austin housing crisis: Home2 development code could impact home values in Austin neighborhoods,14,1 year,Austin Takes Bold Step Toward Affordability with HOME 2 Passage Austin residents eager for a solution to the city's skyrocketing ...,2026-02-03 04:16:18.092399
/watch?v=bA32176pXfM&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@FOX7Austin,FOX 7 Austin,Discussion: Musicians struggling with rising housing prices I FOX 7 Austin,139,4 years,The City of Austin recently determined that there is a need to build at least 135000 additional housing units over the next decade.,2026-02-03 04:16:18.094190
/watch?v=8JXUKiRmLJo&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@realestatemindset,Real Estate Mindset,BREAKING!! Housing Market CRASH in AUSTIN TX CONFIRMED,23K,3 years,"BREAKING!! Housing Market CRASH in AUSTIN TX CONFIRMED Houston, San Antonio, Austin and Dallas Texas. Email my team ...",2026-02-03 04:16:18.096232
/watch?v=T4WYCwChkqU&pp=ygUVYXVzdGluIGhvdXNpbmcgY3Jpc2lz,/@KVUETV,KVUE,Zoning program aiming to let developers build higher in exchange for affordable housing,589,1 year,The DB90 program replaces similar zoning plans struck down by a county district judge last year. Read more: ...,2026-02-03 04:16:18.097575
